participant_id,session_id,recording_id,rep_number,recorded_at_utc,source,tracked_side,min_knee_angle,max_knee_angle,knee_rom,knee_angle_at_bottom,max_descent_knee_velocity,max_ascent_knee_velocity,min_hip_angle,max_hip_angle,hip_rom,hip_angle_at_bottom,hip_vertical_drop,hip_knee_depth_at_bottom,min_ankle_angle,max_ankle_angle,ankle_rom,ankle_angle_at_bottom,standing_torso_lean,torso_lean_at_bottom,max_torso_lean,torso_lean_range,heel_lift_max,heel_lift_bottom_fraction,hip_shoulder_rise_difference,movement_smoothness,rep_duration,descent_duration,bottom_duration,ascent_duration,descent_ascent_ratio,pose_visibility_mean,pose_visibility_min,valid_frame_ratio,valid_frame_count,err_shallow_depth,err_incomplete_lockout,err_heel_lift,err_excessive_torso_lean,err_chest_collapse,err_uncontrolled_tempo,is_good
p001,20260722_183858,0,1,2026-07-22T15:39:47.909421+00:00,0,left,91.120977,170.182283,79.061306,91.255128,169.775126,173.779109,86.96825,165.486234,78.517985,86.96825,0.264233,-0.08421,105.53711,123.154752,17.617642,106.544963,2.413495,25.826669,26.266671,20.377413,0.019091,0.0,0.004349,243.298611,1.906,0.609,0.203,0.937,0.649947,0.989368,0.985561,0.909091,20.0,0,0,0,0,0,0,1
p001,20260722_183858,0,2,2026-07-22T15:40:04.150744+00:00,0,left,116.362934,171.989278,55.626343,118.285849,0.0,199.604397,110.67603,164.13482,53.45879,115.25697,0.185848,-0.154464,105.303307,119.446876,14.143569,105.812922,2.413495,19.064242,21.987848,14.336968,0.008519,0.0,0.0,216.740134,1.594,0.0,0.563,0.844,0.0,0.988121,0.982859,1.0,19.0,0,0,0,0,0,0,0
p001,20260722_183858,0,3,2026-07-22T15:40:17.095404+00:00,0,left,89.176159,172.903918,83.72776,89.176159,45.638135,181.431264,84.124992,167.622864,83.497872,84.124992,0.279356,-0.070471,105.870859,122.753326,16.882467,107.066584,2.413495,27.818218,27.818218,21.895839,0.020951,0.0,0.0,472.939429,1.515,0.359,0.078,0.89,0.403371,0.988136,0.982639,0.944444,17.0,0,0,0,0,0,0,1
p001,20260722_183858,0,4,2026-07-22T15:40:53.174491+00:00,0,left,93.404538,166.16335,72.758812,93.404538,130.863802,295.310922,89.42121,162.952356,73.531146,89.42121,0.260865,-0.085595,104.745426,112.020446,7.27502,107.070471,2.413495,25.074581,25.074581,17.748821,0.020479,0.0,0.0,164.519625,1.593,0.328,0.187,0.89,0.368539,0.991162,0.986463,1.0,19.0,0,0,0,0,0,0,0
p001,20260722_183858,0,5,2026-07-22T15:41:09.523010+00:00,0,left,104.230793,167.769198,63.538405,104.230793,157.969353,187.860382,97.962297,165.530247,67.567949,97.962297,0.235338,-0.103875,107.158909,121.553249,14.394341,107.845799,2.413495,26.619635,27.62925,22.533249,0.019014,0.0,0.0,274.129061,1.719,0.266,0.187,0.797,0.333752,0.990814,0.987083,0.85,17.0,0,0,0,0,0,0,1
p002,20260722_213243,0,2,2026-07-22T18:40:29.895515+00:00,0,right,72.17404,175.909429,103.735389,72.533156,205.289661,265.283441,63.522218,169.595244,106.073026,64.378858,0.420931,-0.01592,99.259207,112.870599,13.611392,100.366501,3.585084,30.178091,30.355992,25.331548,0.0,0.0,0.001773,519.262155,2.109,0.843,0.328,0.844,0.998815,0.990922,0.98325,1.0,46.0,0,0,0,0,0,0,1
p002,20260722_213243,0,3,2026-07-22T18:41:05.548222+00:00,0,right,121.430367,164.903037,43.47267,126.036755,80.297803,302.092569,131.33807,177.686333,46.348263,135.851826,0.179805,-0.187074,107.266298,129.385791,22.119492,127.350767,3.585084,8.780178,14.649346,13.995863,0.05125,0.0,0.0,111.180786,2.906,1.218,0.516,1.078,1.12987,0.969544,0.948431,1.0,63.0,0,0,0,0,0,0,0
p002,20260722_213243,0,4,2026-07-22T18:41:19.172055+00:00,0,right,72.809706,177.409896,104.60019,84.073423,157.881638,267.46234,69.794127,174.417346,104.623219,79.62294,0.414829,-0.049109,97.176633,114.411718,17.235085,99.594545,3.585084,25.466711,26.684638,20.510008,0.005648,0.0,0.0,364.624205,2.39,0.609,0.656,1.031,0.590689,0.990517,0.986123,1.0,52.0,0,0,0,0,0,0,1
p002,20260722_213243,0,5,2026-07-22T18:41:29.549429+00:00,0,right,75.045891,174.608557,99.562666,76.974381,131.571099,333.901626,64.450348,165.495712,101.045364,68.119833,0.4204,-0.010826,104.611478,121.894458,17.282981,107.120485,3.585084,25.234537,25.855594,18.216937,0.000531,0.0,0.0,244.578053,2.578,0.937,0.61,0.938,0.998934,0.992172,0.987922,1.0,56.0,0,0,0,0,0,0,1
p002,20260722_213243,0,6,2026-07-22T18:41:49.654920+00:00,0,right,132.117974,168.173459,36.055485,132.46683,136.595093,125.587072,126.037252,168.069642,42.03239,126.412869,0.187094,-0.198851,106.282498,115.566552,9.284053,110.406758,3.585084,18.271963,18.325111,15.155943,0.00424,0.0,0.0,221.608321,1.594,0.609,0.234,0.657,0.926941,0.985338,0.975511,1.0,35.0,0,0,0,0,0,0,0
p002,20260722_213243,0,7,2026-07-22T18:42:07.609939+00:00,0,right,67.628195,173.454683,105.826488,83.780345,176.847584,301.584834,55.74536,162.790818,107.045458,72.643411,0.435962,-0.038548,103.887273,118.041237,14.153963,112.521548,3.585084,28.320474,30.925703,22.04118,0.022306,0.0,0.014934,600.275735,2.484,0.422,0.843,1.125,0.375111,0.99159,0.98568,1.0,54.0,0,0,0,0,0,0,1
p002,20260722_213243,0,8,2026-07-22T18:42:24.694006+00:00,0,right,121.211363,171.82983,50.618467,122.825189,73.565537,125.296683,116.152367,164.41091,48.258543,118.011837,0.213405,-0.185273,107.472302,117.189738,9.717437,112.247968,3.585084,19.40653,20.00371,13.382286,0.009805,0.0,0.0,214.113506,2.468,0.781,0.562,1.031,0.757517,0.990276,0.97434,1.0,54.0,0,0,0,0,0,0,0
p002,20260722_213243,0,9,2026-07-22T18:42:40.574528+00:00,0,right,127.668273,178.520176,50.851903,129.728679,131.939549,153.078178,116.273107,172.405933,56.132827,120.575354,0.183909,-0.196131,116.417266,139.160972,22.743706,126.617214,3.585084,21.293809,23.273038,17.688171,0.022185,0.0,0.001228,318.080095,1.704,0.188,0.562,0.86,0.218605,0.990807,0.985241,1.0,37.0,0,0,0,0,0,0,0
p002,20260722_213243,0,10,2026-07-22T18:42:47.299224+00:00,0,right,126.408546,176.753505,50.344959,127.139126,62.491534,371.314183,123.974398,169.411431,45.437033,126.044791,0.197074,-0.188628,103.122727,122.657792,19.535064,105.750929,3.585084,15.547881,17.48911,9.971817,0.0,0.0,0.004185,554.253795,0.781,0.125,0.188,0.375,0.333333,0.99258,0.98717,1.0,18.0,0,0,0,0,0,0,0
p002,20260722_213243,0,11,2026-07-22T18:42:54.131576+00:00,0,right,126.243367,178.141742,51.898375,126.243367,50.060109,265.07008,133.93103,176.114191,42.183161,133.93103,0.183195,-0.221322,98.693217,117.132487,18.43927,99.259866,3.585084,12.426386,12.571512,8.815774,0.0,0.0,0.0,904.936007,0.734,0.14,0.047,0.469,0.298507,0.990268,0.985982,1.0,17.0,0,0,0,0,0,0,0
p002,20260722_213243,0,12,2026-07-22T18:43:02.970057+00:00,0,right,75.592403,169.76478,94.172376,78.384857,209.513833,402.664043,71.483153,161.526223,90.043069,74.455024,0.419296,-0.03211,102.288574,116.217325,13.928751,103.393909,3.585084,24.401685,25.045285,16.156908,0.0,0.0,0.000734,537.118503,1.968,0.562,0.562,0.734,0.765668,0.986684,0.976199,0.883721,38.0,0,0,0,0,0,0,1
p002,20260722_213243,0,13,2026-07-22T18:43:12.210011+00:00,0,right,77.681739,174.505988,96.824249,79.054641,306.571964,360.089599,65.887016,164.906111,99.019095,68.204464,0.403711,-0.010912,106.758905,121.118293,14.359388,117.791362,3.585084,25.394119,25.903014,16.375152,0.005325,0.0,0.0,705.296716,1.89,0.672,0.328,0.796,0.844221,0.987257,0.975241,1.0,41.0,0,0,0,0,0,0,1
p002,20260722_213243,0,14,2026-07-22T18:43:21.688029+00:00,0,right,69.70662,174.182844,104.476223,70.441503,239.4943,324.787163,59.717247,161.641857,101.92461,60.869349,0.437463,0.006704,106.055424,122.085623,16.030199,118.710447,3.585084,26.930363,27.139845,16.585433,0.009089,0.0,0.0,454.122043,2.125,0.859,0.234,0.938,0.915778,0.991527,0.988041,1.0,46.0,0,0,0,0,0,0,1
p002,20260722_213243,0,17,2026-07-22T18:44:37.060637+00:00,0,left,72.691558,179.054301,106.362744,72.691558,302.523742,377.614204,64.775909,166.107554,101.331646,64.775909,0.439248,-0.013057,99.135302,123.098495,23.963193,100.027735,3.585084,29.834915,29.834915,19.682874,0.010637,0.0,0.00467,686.423583,1.688,0.797,0.047,0.75,1.062667,0.978297,0.967456,0.864865,32.0,0,0,0,0,0,0,1
p002,20260722_213243,0,18,2026-07-22T18:44:43.566313+00:00,0,left,70.811623,178.288609,107.476986,70.811623,242.677858,257.277014,62.844254,164.716004,101.87175,62.844254,0.431151,-0.007275,107.469678,130.156763,22.687084,112.31078,3.585084,29.169232,29.190383,16.933878,0.04052,0.0,0.0,804.739309,1.656,0.797,0.047,0.719,1.108484,0.970941,0.96001,0.944444,34.0,0,0,0,0,0,0,1
p002,20260722_213243,0,19,2026-07-22T18:44:50.292557+00:00,0,left,71.573267,178.740822,107.167555,71.573267,358.669395,431.156219,61.565531,162.085647,100.520116,61.565531,0.434454,-0.007651,99.621559,121.820039,22.19848,101.992119,3.585084,31.15934,31.434209,16.776871,0.01018,0.0,0.02566,464.126654,1.485,0.516,0.047,0.828,0.623188,0.969066,0.946695,1.0,32.0,0,0,0,0,0,0,1
p002,20260722_213243,0,20,2026-07-22T18:45:26.081903+00:00,0,left,70.728506,179.049962,108.321456,70.728506,212.999644,465.362665,62.883665,166.80102,103.917356,62.883665,0.42474,-0.007564,99.145317,117.017773,17.872456,104.5988,3.585084,29.175517,29.175517,18.387235,0.004831,0.0,0.005754,369.097088,1.875,0.797,0.047,0.937,0.850587,0.97894,0.969749,1.0,41.0,0,0,0,0,0,0,1
p002,20260722_213243,0,22,2026-07-22T18:45:41.659761+00:00,0,left,127.999557,175.611997,47.61244,127.999557,88.321338,270.82473,126.02761,169.620786,43.593176,126.02761,0.200359,-0.18889,103.391662,119.315478,15.923816,103.391662,3.585084,19.845878,20.36316,8.658086,0.0,0.0,0.010021,751.297288,0.907,0.235,0.063,0.5,0.47,0.971853,0.964197,1.0,20.0,0,0,0,0,0,0,0
p002,20260722_213243,0,23,2026-07-22T18:45:53.206406+00:00,0,left,122.758692,176.259412,53.500721,122.911776,115.742529,152.473831,110.842044,174.33263,63.490586,111.101055,0.228728,-0.145807,103.765928,115.577053,11.811125,103.84127,3.585084,26.946983,29.073028,23.483644,0.0,0.0,0.009345,407.904333,1.031,0.187,0.094,0.656,0.285061,0.978807,0.965352,1.0,23.0,0,0,0,0,0,0,0
p002,20260722_213243,0,25,2026-07-22T18:51:57.465554+00:00,0,left,83.851476,164.859547,81.008071,105.539646,103.495607,438.854201,130.088735,178.377736,48.289001,160.258109,0.408508,-0.187829,107.055534,135.066428,28.010894,111.250476,3.585084,11.900213,21.947271,18.713181,0.082296,0.652174,0.048011,223.63963,2.719,0.469,1.031,1.125,0.416889,0.972622,0.965187,1.0,59.0,0,0,0,0,0,0,0
p002,20260722_213243,0,26,2026-07-22T18:52:04.749199+00:00,0,left,90.894342,171.830861,80.93652,93.150633,0.0,200.339792,94.327861,178.376697,84.048835,98.440295,0.355581,-0.080034,118.00465,142.132805,24.128155,125.992674,3.585084,17.840177,18.016852,13.611743,0.042075,0.0,0.048823,522.875616,1.094,0.0,0.141,0.906,0.0,0.976293,0.969712,1.0,24.0,0,0,0,0,0,0,0
